1,10,23,29,33,37,40,16,0,143934100,143934000,287695800,401550000
2,9,13,21,25,32,42,2,2002006800,189733600,189726000,379310400,554800000
3,11,16,19,21,27,31,30,2000000000,0,163199900,326106000,732560000
4,14,27,30,31,40,42,2,0,211191200,211189600,422381700,523820000
5,16,24,29,40,41,42,3,0,0,253419600,506659500,604340000
6,14,15,26,27,40,42,34,6574451700,588892800,588887400,1177782000,1763750000
7,2,9,16,25,26,40,42,0,433485000,433485000,866499500,2062590000
8,8,19,25,34,37,39,9,0,789330000,789298800,1577829500,2482420000
9,2,4,16,17,36,39,14,0,3077826000,3077817600,6154720000,6033750000
10,9,25,30,33,41,44,6,83595692700,9631962400,9631930800,19198288200,34108460000
11,1,7,36,37,41,42,14,23900761500,3983459700,3983438800,7964902000,6128050000
12,2,11,21,25,39,45,44,16186148400,2697688800,2697502500,5394519000,11150840000
13,22,23,25,37,38,42,26,0,2599855800,2599830000,5197935600,7267510000
14,2,6,12,31,33,40,15,37500193200,3650175200,3650122700,7299410400,13417560000
15,3,4,16,30,31,37,13,17014245000,2835707200,2835689900,5668609200,8275380000
16,6,7,24,37,38,40,33,17508584400,2918096400,2918042400,5835992500,8707700000
17,3,4,9,17,32,37,1,16048473600,2674745100,2674678200,5345141700,9611620000
18,3,12,13,19,32,35,29,0,2625259500,2625256800,5248834500,6933230000
19,6,30,38,39,40,43,26,40722959400,4161899000,4161856700,8322738600,11359910000
20,10,14,18,20,23,30,41,19352212800,3225367600,3225304800,6448356200,8274700000
21,6,12,17,18,31,32,21,18341934200,3056989000,3056979200,6108505600,11553680000
22,4,5,6,8,17,39,25,18208779600,3034793600,3034759200,6064947200,9379610000
23,5,13,17,18,33,42,44,17271790800,2878631700,2878593200,5753645100,9900810000
24,7,8,27,29,36,43,6,0,3168426600,3168402500,6333240000,7559050000
25,2,4,21,26,43,44,16,48455490600,4907487200,4907398100,9813239800,10962000000
26,4,5,7,18,20,25,31,17475349500,2912555100,2912490000,5823511200,10970930000
27,1,20,26,28,37,43,27,19087965000,3181326400,3181315500,6360008200,6259250000
28,9,18,23,25,35,37,1,17003611000,2833934400,2833874400,5665473000,9384830000
29,1,5,13,34,39,40,11,17762970000,2960493900,2960473600,5920110600,7656610000
30,8,17,20,35,36,44,4,17457111000,2909517600,2909515200,5818862500,7104660000
31,7,9,18,23,28,35,32,16213345800,2702222900,2702169000,5402555000,8636410000
32,6,14,19,25,34,44,11,16345283000,2724213800,2724193500,5444323200,8347460000
33,4,7,32,33,40,41,9,14903517600,2483919400,2483912100,4963918400,8889430000
34,9,26,35,37,40,42,2,15284590000,2547427500,2547339200,5090961700,9220630000
35,2,3,11,26,37,43,39,15163794600,2527298400,2527217100,5052154800,7798540000
36,1,10,23,26,28,40,31,16014475800,2669078200,2669030400,5338115300,6737550000
37,7,27,30,33,35,37,42,14957998200,2492998000,2492927300,4985538400,7824900000
38,16,17,22,30,37,43,36,16124599200,2687432400,2687414100,5372882900,6810310000
39,6,7,13,15,21,43,8,15742492800,2623747500,2623696500,5247020800,6809750000
40,7,13,18,19,25,26,6,14919481200,2486576400,2486529500,4972188400,7983740000
41,13,20,23,35,38,43,34,0,2297484000,2297470000,4594099500,5837440000
42,17,18,19,21,23,32,1,41395680600,4601793000,4601656000,9203125100,13936910000
43,6,31,35,38,39,44,1,17749630800,2958270000,2958199600,5914233600,7760430000
44,3,11,21,30,38,45,39,16810779000,2801795600,2801743500,5600852400,6960510000
45,1,10,20,27,33,35,17,16712835600,2785471200,2785433000,5570075000,7753390000
46,8,13,15,23,31,38,39,15983276400,2663879400,2663822000,5325101100,7451990000
47,14,17,26,31,36,45,27,16250212000,2708368300,2708345200,5413372000,6794660000
48,6,10,18,26,37,38,3,14494041600,2415672500,2415647300,4829510400,8746680000
49,4,7,16,19,33,40,30,13772532200,2295419700,2295333200,4585119000,9296350000
50,2,10,12,15,22,44,1,15681184200,2613529800,2613464000,5226391200,6646310000
51,2,3,11,16,26,44,35,14526702000,2421114800,2421047300,4840371300,7065670000
52,2,4,15,16,20,29,1,15603379600,2600562900,2600536800,5199750000,6191090000
53,7,8,14,32,33,39,42,15043113000,2507185000,2507132200,5013606000,7426150000
54,1,8,21,27,36,39,37,15445879800,2574312000,2574307600,5147935800,6173370000
55,17,21,31,37,40,44,7,14177599200,2362932000,2362869600,4723050000,7468550000
56,10,14,30,31,33,37,19,15110283600,2518380300,2518362900,5033378800,7445660000
57,7,10,16,25,29,44,6,16457647600,2742940000,2742912000,5484225000,7636920000
58,10,24,25,33,40,44,1,14705716800,2450951100,2450952800,4901703000,8809540000
59,6,29,36,39,41,45,13,16510349200,2751724600,2751711900,5502584600,6264600000
60,2,8,25,36,39,42,11,15207532200,2534587200,2534496000,5064889600,7357080000
61,14,15,19,30,38,43,8,17705194000,2950865500,2950860000,5899583700,7147840000
62,3,8,15,27,29,35,21,15817286400,2636213800,2636137100,5269110400,7008040000
63,3,20,23,36,38,40,5,15844491000,2640747200,2640672800,5279436000,7129540000
64,14,15,18,21,26,36,39,15599272000,2599878600,2599833600,5196380000,6543790000
65,4,25,33,36,40,43,39,14911783200,2485296000,2485233400,4966542000,8489600000
66,2,3,7,17,22,24,45,14740552800,2456757000,2456721600,4910973600,7121810000
67,3,7,10,15,36,38,33,14801055500,2466837400,2466838800,4931070000,7489010000
68,10,12,15,16,26,39,38,14729410500,2454900000,2454873200,4906251000,7357600000
69,5,8,14,15,19,39,35,14888136600,2481356000,2481303800,4958766000,7042090000
70,5,19,22,25,28,43,26,15093833400,2515637600,2515594500,5027962700,6459900000
71,5,9,12,16,29,41,21,0,2484865600,2484805000,4967161200,6596310000
72,2,4,11,17,26,27,1,42386819800,4579599200,4579495000,9153718200,17029590000
73,3,12,18,32,40,43,38,16599972600,2766660000,2766617400,5532996000,8651310000
74,6,15,17,18,35,40,23,15854849400,2642472000,2642450100,5284585800,8026330000
75,2,5,24,32,34,44,28,15658467600,2609743100,2609743100,5216017800,6971740000
76,1,3,15,22,25,37,43,14902045200,2483672800,2483628000,4966646400,7705220000
77,2,18,29,32,43,44,37,15467275800,2577878200,2577851500,5154993600,6431540000
78,10,13,25,29,33,35,38,14079400000,2346566200,2346526000,4690725000,7163230000
79,3,12,24,27,30,32,14,13665775200,2277629210,2277630108,4555264374,7418710000
80,17,18,24,25,26,30,1,13809540000,2301590000,2301590536,4603184862,7064320000
81,5,7,11,13,20,33,6,13571444400,2261907400,2261908056,4523857320,7872580000
82,1,2,3,14,27,42,39,14562494400,2427082400,2427082749,4854190480,6380580000
83,6,10,15,17,19,34,14,14173896600,2362316100,2362316430,4724661120,7632870000
84,16,23,27,34,42,45,11,15339558000,2556593008,2556593185,5113197610,5824450000
85,6,8,13,23,31,36,21,13848439200,2308073225,2308073872,4616147442,6644920000
86,2,12,37,39,41,45,33,14252186400,2375364400,2375364537,4750749355,6164340000
87,4,12,16,23,34,43,26,19792938605,3298823121,3298823750,6597681888,8908590000
88,1,17,20,24,30,41,27,12278838600,2046473122,2046474066,4093006119,5490575000
89,4,26,28,29,33,40,37,12744965700,2124160950,2124161300,4248330821,6309480000
90,17,20,29,35,38,44,10,13165741200,2194290232,2194290540,4388619760,5803870000
91,1,21,24,26,29,42,27,14331609600,2388601600,2388601610,4777204873,5644510000
92,3,14,24,33,35,36,17,13565979306,2260996550,2260998054,4522055509,6538035000
93,6,22,24,36,38,44,19,13615068900,2269178158,2269178972,4538377520,5926375000
94,5,32,34,40,41,45,6,13472039700,2245339972,2245340031,4490699430,6118965000
95,8,17,27,31,34,43,14,13981929904,2330321664,2330322048,4660705280,6735530000
96,1,3,8,21,22,31,20,12929934605,2154989120,2154990222,4309996602,5558895000
97,6,7,14,15,20,36,3,13465926000,2244321002,2244321274,4488664921,6413390000
98,6,9,16,23,24,32,43,12711889200,2118648240,2118649080,4237306318,6929060000
99,1,3,10,27,29,37,11,13015314300,2169219080,2169220536,4338499788,6411555000
100,1,7,11,23,37,42,6,13261262100,2210210352,2210211296,4420462116,6178885000
101,1,3,17,32,35,45,8,13536487500,2256081280,2256081560,4512225140,6231720000
102,17,22,24,26,35,40,42,13114377603,2185729608,2185729728,4371494444,6611685000
103,5,14,15,27,30,45,10,13532716504,2255452760,2255453651,4510956573,6155780000
104,17,32,33,34,42,44,35,13221487500,2203581263,2203582320,4407192464,6231040000
105,8,10,20,34,41,45,28,13667125800,2277854306,2277854766,4555745808,5961315000
106,4,10,12,22,24,33,29,12967378512,2161229760,2161230192,4322523955,7079945000
107,1,4,5,6,9,31,17,13359855600,2226642600,2226643968,4453322090,6506175000
108,7,18,22,23,29,44,12,13992305404,2332050931,2332052282,4664170431,6117105000
109,1,5,34,36,42,44,33,14962058400,2493676425,2493677278,4987368387,6355285000
110,7,20,22,23,29,43,1,13698786000,2283131010,2283131952,4566314520,5981435000
111,7,18,31,33,36,40,27,13194284700,2199047478,2199048396,4398134279,6948025000
112,26,29,30,33,41,42,43,14105440503,2350906752,2350907670,4701842451,6136935000
113,4,9,28,33,36,45,26,14053760406,2342293420,2342293779,4684624308,6206190000
114,11,14,19,26,28,41,2,14174070300,2362345052,2362346364,4724763240,6416250000
115,1,2,6,9,25,28,31,13397306103,2232884380,2232885470,4465808353,7236435000
116,2,4,25,31,34,37,17,13984231205,2330705216,2330705310,4661475325,7495990000
117,5,10,22,34,36,44,35,14025405006,2337567500,2337567620,4675173982,6339130000
118,3,4,10,17,19,22,38,12979897200,2163316210,2163316704,4326701039,6952805000
119,3,11,13,14,17,21,38,13274094600,2212349118,2212350448,4424716912,6776825000
120,4,6,10,11,32,37,30,13093590900,2182265150,2182265535,4364594400,6886840000
121,12,28,30,34,38,43,9,13679296200,2279882724,2279883540,4559824296,5768445000
122,1,11,16,17,36,40,8,13050664200,2175110728,2175111587,4350282302,6334745000
123,7,17,18,28,30,45,27,12664913400,2110818908,2110819102,4221654712,5940535000
124,4,16,23,25,29,42,1,12563426403,2093904407,2093905660,4187832320,6151375000
125,2,8,32,33,35,36,18,12284095502,2047349268,2047349408,4094751540,6101360000
126,7,20,22,27,40,43,1,12323713500,2053952250,2053952333,4107914460,5834960000
127,3,5,10,29,32,43,35,11795634900,1965939188,1965939389,3931887100,5716910000
128,12,30,34,36,37,45,39,12384258600,2064043115,2064043360,4128097974,5514765000
129,19,23,25,28,38,42,17,12029926205,2004987700,2004988680,4010042244,5728000000
130,7,19,24,27,42,45,31,12145986600,2024331120,2024332238,4048711464,5436195000
131,8,10,11,14,15,21,37,11609715904,1934952657,1934954280,3869924196,5766360000
132,3,17,23,34,41,45,43,11681894100,1946982358,1946983712,3893968881,5491125000
133,4,7,15,18,23,26,13,11601940800,1933656840,1933656932,3867372594,6108395000
134,3,12,20,23,31,35,43,11745775500,1957629250,1957629898,3915285150,5646495000
135,6,14,22,28,35,39,16,12021054605,2003509116,2003509616,4007080329,5496245000
136,2,16,30,36,41,42,11,11986164900,1997694166,1997694401,3995395527,5595375000
137,7,9,20,25,36,39,15,11433631203,1905605200,1905605424,3811218425,5933275000
138,10,11,27,28,37,39,19,11135760000,1855960000,1855961082,3711946290,5284625000
139,9,11,15,20,28,43,13,11551471505,1925245252,1925245584,3850501143,4933090000
140,3,13,17,18,19,28,8,10547314200,1757885714,1757886380,3515805524,5412875000
141,8,12,29,31,42,43,2,11403314400,1900552410,1900553512,3801121524,5002955000
142,12,16,30,34,40,44,19,11200921204,1866820200,1866821034,3733672590,5338220000
143,26,27,28,42,43,45,8,11863754100,1977292380,1977293334,3954595730,4934755000
144,4,15,17,26,36,37,43,11219523304,1869920568,1869921942,3739909296,5902055000
145,2,3,13,20,27,44,9,11393514600,1898919128,1898919176,3797867280,5467725000
146,2,19,27,35,41,42,25,12086830500,2014471780,2014472268,4028984036,5194060000
147,4,6,13,21,40,42,36,11900281505,1983380280,1983380580,3966781896,5339000000
148,21,25,33,34,35,36,17,11617982100,1936330375,1936331475,3872694392,5398320000
149,2,11,21,34,41,42,27,11473365001,1912227501,1912227777,3824490150,5081200000
150,2,18,25,28,37,39,16,11326583400,1887763916,1887764351,3775536400,5504250000
151,1,2,10,13,18,19,15,10866536100,1811089350,1811089371,3622232250,5567640000
152,1,5,13,26,29,34,43,11390659200,1898443200,1898443360,3796922052,5105735000
153,3,8,11,12,13,36,33,10922104500,1820350792,1820352048,3640716750,5685360000
154,6,19,21,35,40,45,20,11346514800,1891085824,1891086665,3782195307,5100335000
155,16,19,20,32,33,41,4,10737051606,1789508626,1789509150,3579054794,5175015000
156,5,18,28,30,42,45,2,11208799200,1868133210,1868133840,3736322234,4990960000
157,19,26,30,33,35,39,37,10969807500,1828301272,1828301475,3656646450,5143670000
158,4,9,13,18,21,34,7,10695443400,1782573930,1782574956,3565207090,5358705000
159,1,18,30,41,42,43,32,10532443800,1755407304,1755407556,3510822963,4601890000
160,3,7,8,34,39,41,1,10981610700,1830268480,1830268856,3660575760,5113935000
161,22,34,36,40,42,45,44,13978133904,2096355681,2096356619,4192747599,5584670000
162,1,5,21,25,38,41,24,11541328800,1923554820,1923555548,3847162685,5289495000
163,7,11,26,28,29,44,16,11408085605,1901347635,1901347640,3802755380,5496000000
164,6,9,10,11,39,41,27,12164813700,2027468976,2027469156,4055009310,6251370000
165,5,13,18,19,22,42,31,13534853400,2255808920,2255809905,4511656800,6485970000
166,9,12,27,36,39,45,14,12224299802,2037383320,2037384129,4074833094,5704900000
167,24,27,28,30,36,39,4,12456114600,2076019128,2076019751,4152074528,5612005000
168,3,10,31,40,42,43,30,11749734600,1958289102,1958289168,3916600776,6165215000
169,16,27,35,37,43,45,19,12414441900,2069073672,2069073859,4138153770,5347355000
170,2,11,13,15,31,42,10,11538649500,1923108264,1923109496,3846248430,5628040000
171,4,16,25,29,34,35,1,11768038200,1961339714,1961340392,3922708673,5565340000
172,4,19,21,24,26,41,35,11892694803,1982115815,1982116708,3964277184,5557975000
173,3,9,24,30,33,34,18,11901894304,1983649059,1983649952,3967358313,6306770000
174,13,14,18,22,35,39,16,12397721406,2066286924,2066287150,4132636420,5507415000
175,19,26,28,31,33,36,17,11855663100,1975943856,1975943934,3951897705,5688135000
176,4,17,30,32,33,34,15,11573315400,1928885920,1928887140,3857840145,5955405000
177,1,10,13,16,37,43,6,11852998500,1975499760,1975499820,3951019092,5485165000
178,1,5,11,12,18,23,9,11273105400,1878850908,1878852348,3757758768,6002870000
179,5,9,17,25,39,43,32,10810939200,1801823245,1801824640,3603713384,5627615000
180,2,15,20,21,29,34,22,11526743100,1921123855,1921124652,3842289484,5236500000
181,14,21,23,32,40,45,44,11650579800,1941763320,1941764157,3883557302,5144590000
182,13,15,27,29,34,40,35,11164318200,1860719740,1860720860,3721441284,5004100000
183,2,18,24,34,40,42,5,10663329000,1777221500,1777222302,3554501328,5197015000
184,1,2,6,16,20,33,41,10486518300,1747753061,1747753403,3495511952,5274145000
185,1,2,4,8,19,38,14,10567457400,1761242908,1761243036,3522539836,5279115000
186,4,10,14,19,21,45,9,10690943400,1781823938,1781824870,3563682534,4923975000
187,1,2,8,18,29,38,42,10813137300,1802189558,1802189900,3604435100,4906085000
188,19,24,27,30,31,34,36,10504215600,1750702602,1750702800,3501449676,5081095000
189,8,14,32,35,37,45,28,10385325300,1730887554,1730888565,3461805111,4516400000
190,8,14,18,30,31,44,15,10704956700,1784159454,1784160008,3568333567,4590635000
191,5,6,24,25,32,37,8,10308458700,1718076471,1718077080,3436197900,5086670000
192,4,8,11,18,37,45,33,9781393500,1630232262,1630232442,3260470722,4715210000
193,6,14,18,26,36,39,13,10213349100,1702224860,1702225330,3404463642,4871990000
194,15,20,23,26,39,44,28,10602271500,1767045252,1767046208,3534090615,4585305000
195,7,10,19,22,35,40,31,10108918501,1684819752,1684821086,3369644784,5339165000
196,35,36,37,41,44,45,30,10918147800,1819691325,1819691874,3639404377,4689835000
197,7,12,16,34,42,45,4,10818109800,1803018336,1803019198,3606038988,4966470000
198,12,19,20,25,41,45,2,10787130300,1797855050,1797855150,3595762852,4828460000
199,14,21,22,25,30,36,43,10688504400,1781417413,1781418094,3562838706,4696360000
200,5,6,13,14,17,20,7,10756932904,1792822166,1792822330,3585655921,5391990000
201,3,11,24,38,39,44,26,9719465400,1619910912,1619911629,3239841285,4928275000
202,12,14,27,33,39,44,17,11360350200,1893391720,1893391808,3786812856,5218100000
203,1,3,11,24,30,32,7,10822823700,1803803990,1803805136,3607642308,5478640000
204,3,12,14,35,40,45,5,10866777000,1811129503,1811130080,3622301702,4927580000
205,1,3,21,29,35,37,30,11011330800,1835221815,1835222454,3670482222,4813040000
206,1,2,3,15,20,25,43,10164296700,1694049480,1694049909,3388163440,5222995000
207,3,11,14,31,32,37,38,10523368800,1753894831,1753895805,3507813117,5102220000
208,14,25,31,34,40,44,24,10564604400,1760767418,1760768064,3521543999,5150515000
209,2,7,18,20,24,33,37,9965378100,1660896362,1660896468,3321806523,5267725000
210,10,19,22,23,25,37,39,10278171900,1713028684,1713029010,3426078150,5248695000
211,12,13,17,20,33,41,8,10358002500,1726333750,1726335024,3452716575,5403000000
212,11,12,18,21,31,38,8,10642989000,1773831528,1773832492,3547715538,5331245000
213,2,3,4,5,20,24,42,11013424200,1835570715,1835571351,3671236362,6016840000
214,5,7,20,25,28,37,32,11255847000,1875974508,1875974692,3752011827,5838125000
215,2,3,7,15,43,44,4,11113827305,1852304576,1852305312,3704653764,5314835000
216,7,16,17,33,36,40,1,11030579404,1838429901,1838430080,3676919734,5786710000
217,16,20,27,33,35,39,38,11278723204,1879787221,1879787376,3759605756,5332450000
218,1,8,14,18,29,44,20,11116303200,1852717204,1852717443,3705437460,4981985000
219,4,11,20,26,35,37,16,10875682503,1812613772,1812613984,3625253527,5325735000
220,5,11,19,21,34,43,31,11748569700,1958094964,1958095845,3916248536,5610750000
221,2,20,33,35,37,40,10,10800625500,1800104284,1800104544,3600224349,5836025000
222,5,7,28,29,39,43,44,11375969100,1895994870,1895995465,3792002874,4907650000
223,1,3,18,20,26,27,38,10487194200,1747865730,1747866504,3495751038,5539780000
224,4,19,26,27,30,42,7,10853819700,1808969968,1808970858,3617984397,5127855000
225,5,11,13,19,31,36,7,10663210800,1777201826,1777202856,3554419888,5403990000
226,2,6,8,14,21,22,34,10464600900,1744100174,1744101180,3488233364,5131820000
227,4,5,15,16,22,42,2,10507084800,1751180808,1751181259,3502396693,4710580000
228,17,25,35,36,39,44,23,10320303006,1720050501,1720051182,3440156244,5181545000
229,4,5,9,11,23,38,35,10160087700,1693347957,1693348544,3386733744,5448015000
230,5,11,14,29,32,33,12,10343433304,1723905550,1723905689,3447811740,4856620000
231,5,10,19,31,44,45,27,9795293100,1632548856,1632549772,3265129861,4852325000
232,8,9,10,12,24,44,35,9998265600,1666377612,1666377704,3332810000,5118540000
233,4,6,13,17,28,40,39,9991537500,1665256268,1665256866,3330551565,5105840000
234,13,21,22,24,26,37,4,10078975500,1679829265,1679829787,3359658642,4608750000
235,21,22,26,27,31,37,8,10299990300,1716665063,1716665238,3433359036,4507045000
236,1,4,8,13,37,39,7,10060080300,1676680076,1676680470,3353407440,4704135000
237,1,11,17,21,24,44,33,10084415103,1680735888,1680736050,3361497588,4871785000
238,2,4,15,28,31,34,35,10094945103,1682490854,1682491252,3364989240,4651330000
239,11,15,24,39,41,44,7,10207261503,1701210267,1701211056,3402437850,4636180000
240,6,10,16,40,41,43,21,10196502900,1699417160,1699417152,3398839488,4807550000
241,2,16,24,27,28,35,21,10208065200,1701344224,1701344635,3402689061,4610005000
242,4,19,20,21,32,34,43,9876339000,1646056512,1646056830,3292120184,4879315000
243,2,12,17,19,28,42,34,9635400000,1605900027,1605900384,3211839990,4593415000
244,13,16,25,36,37,38,19,9121583100,1520263850,1520264888,3040540290,4502885000
245,9,11,27,31,32,38,22,9678081903,1613013675,1613013948,3226053755,4797175000
246,13,18,21,23,26,39,15,9558871200,1593145216,1593145626,3186335200,4795125000
247,12,15,28,36,39,40,13,10015883400,1669313921,1669314591,3338647104,4422710000
248,3,8,17,23,38,45,13,9819834904,1636639152,1636639620,3273305528,4807810000
249,3,8,27,31,41,44,11,9981412200,1663568702,1663568830,3327186852,4633880000
250,19,23,30,37,43,45,38,9973631400,1662271900,1662272110,3324565888,4438685000
251,6,7,19,25,28,38,45,10260931200,1710155200,1710155754,3420313295,5144955000
252,14,23,26,31,39,45,28,9737628005,1622938008,1622938828,3245876565,4374580000
253,8,19,25,31,34,36,33,9864758100,1644126360,1644127191,3288266736,4713410000
254,1,5,19,20,24,30,27,9741015900,1623502650,1623503525,3247018992,4894530000
255,1,5,6,24,27,42,32,9591711300,1598618554,1598618664,3197239758,4726485000
256,4,11,14,21,23,43,32,9782034000,1630339032,1630340120,3260679250,4694900000
257,6,13,27,31,32,37,4,9565508100,1594251360,1594251738,3188503092,4774305000
258,14,27,30,31,38,40,17,9705737400,1617622916,1617624028,3235279894,4505985000
259,4,5,14,35,42,45,34,9677067000,1612844500,1612845070,3225728000,4324340000
260,7,12,15,24,37,40,43,9240342300,1540057064,1540057848,3080158718,4669535000
261,6,11,16,18,31,43,2,9576897300,1596149568,1596149952,3192316345,4646025000
262,9,12,24,25,29,31,36,9037483200,1506247218,1506248128,3012521562,4553645000
263,1,27,28,32,37,40,18,9310229400,1551704904,1551705732,3103418340,4321515000
264,9,16,27,36,41,44,5,9414224400,1569037419,1569038388,3138113632,4201215000
265,5,9,34,37,38,39,12,9606708600,1601118106,1601118660,3202271394,4445780000
266,3,4,9,11,22,42,37,9621635100,1603605852,1603606476,3207219320,4932475000
267,7,8,24,34,36,41,1,9772989900,1628831652,1628832268,3257681322,4629610000
268,3,10,19,24,32,45,12,9456681605,1576113630,1576114572,3152232720,4845765000
269,5,18,20,36,42,43,32,9806999700,1634499966,1634500062,3269013510,4333810000
270,5,9,12,20,21,26,27,9639150300,1606525056,1606525758,3213071268,4857425000
271,3,8,9,27,29,40,36,9395508900,1565918172,1565919256,3131863362,4780635000
272,7,9,12,27,39,43,28,9941605200,1656934227,1656935540,3313876761,5085995000
273,1,8,24,31,34,44,6,10018629300,1669771551,1669772440,3339546752,4710390000
274,13,14,15,26,35,39,25,10020342300,1670057086,1670057136,3340146255,4615285000
275,14,19,20,35,38,40,26,10044066900,1674011150,1674012065,3348045141,4424795000
276,4,15,21,33,39,41,25,9937707000,1656284523,1656284922,3312617352,4720960000
277,10,12,13,15,25,29,20,9817883400,1636313920,1636314576,3272651181,4571215000
278,3,11,37,39,41,43,13,9559590000,1593265005,1593265806,3186563324,4611440000
279,7,16,31,36,37,38,11,9571026600,1595171124,1595171200,3190365286,4613560000
280,10,11,23,24,36,37,35,9486809703,1581134958,1581135080,3162276495,4525650000
281,1,3,4,6,14,41,12,9328099200,1554683205,1554683592,3109412159,4853425000
282,2,5,10,18,31,32,30,9254368501,1542394752,1542395405,3084799410,5101640000
283,6,8,18,31,38,45,42,9411673800,1568612304,1568613169,3137266734,4380535000
284,2,7,15,24,30,45,28,9352920900,1558820158,1558820715,3117678067,4298500000
285,13,33,37,40,41,45,2,9493110300,1582185072,1582185546,3164417515,4360585000
286,1,15,19,40,42,44,17,9709698900,1618283151,1618283338,3236580822,4289410000
287,6,12,24,27,35,37,41,9300599700,1550099978,1550100370,3100203117,4810745000
288,1,12,17,28,35,41,10,9429046200,1571507712,1571508576,3143038038,4269990000
289,3,14,33,37,38,42,10,0,1530280656,1530281212,3060582021,4400515000
290,8,13,18,32,39,45,7,27939787512,3126350650,3126352523,6252784896,8917645000
291,3,7,8,18,20,42,45,10154096400,1692349425,1692349566,3384703872,5148215000
292,17,18,31,32,33,34,10,10085235300,1680872556,1680873264,3361774608,4888590000
293,1,9,17,21,29,33,24,9940586400,1656764403,1656765488,3313549812,4632210000
294,6,10,17,30,37,38,40,9626019900,1604336656,1604337699,3208690320,4738540000
295,1,4,12,16,18,38,8,0,1637216750,1637217691,3274438256,4751900000
296,3,8,15,27,30,45,44,24528706200,2450900995,2450901998,4901822610,7179940000
297,6,11,19,20,28,32,34,10113337500,1685556264,1685556375,3371150256,4965175000
298,5,9,27,29,37,40,19,9909778500,1651629760,1651630101,3303265170,5059540000
299,1,3,20,25,36,45,24,10386407703,1731067971,1731068716,3462141550,4921275000
300,7,9,10,12,26,38,39,10033109100,1672184872,1672185552,3344415678,5510675000
301,7,11,13,33,37,43,26,10131695105,1688615859,1688616283,3377293916,5302430000
302,13,19,20,32,38,42,4,10944334500,1824055772,1824056010,3648158800,4950745000
303,2,14,17,30,38,45,43,10036494000,1672749000,1672749528,3345520094,4693390000
304,4,10,16,26,33,41,38,9969876900,1661646172,1661646500,3323315824,4962865000
